CustomerID,total_purchases,total_items_bought,total_revenue
13093,13,3943.0,7741.469999999999
14527,86,2049.0,7711.3800000000065
17811,51,4128.0,7677.710000000001
15044,22,2786.0,7629.380000000001
15194,22,5648.0,7521.169999999999
18172,25,3170.0,7490.170000000001
13263,35,4780.0,7454.070000000004
17396,8,2005.0,7330.8
18229,20,2488.0,7276.900000000001
13018,29,5434.0,7272.75
12583,18,5009.0,7187.34
16745,18,6727.0,7170.700000000001
12474,30,4764.0,7116.469999999999
12980,12,864.0,7092.0599999999995
16729,26,5769.0,7076.28
13324,12,5200.0,7072.800000000001
16873,10,3825.0,7066.3099999999995
13985,16,3439.0,7024.53
14961,12,3692.0,7006.580000000001
12766,7,3646.0,6989.630000000001
12798,3,5256.0,6977.039999999999
15465,24,1217.0,6945.02
13027,6,17280.0,6912.0
12989,19,2915.0,6854.51
16187,17,5004.0,6841.24
16713,21,4264.0,6840.229999999998
17416,9,4266.0,6838.34
12705,14,3973.0,6814.239999999999
15023,12,2863.0,6763.160000000002
18055,11,2450.0,6752.140000000001
16532,3,2016.0,6748.8
12830,7,9847.0,6748.4
15601,17,4978.0,6745.360000000001
13576,20,2640.0,6703.299999999999
16746,19,4662.0,6694.310000000001
16353,23,2006.0,6675.71
16923,26,3183.0,6666.829999999998
15249,15,3557.0,6657.360000000001
16652,11,3267.0,6654.260000000001
16182,4,3791.0,6617.65
17338,10,3123.0,6612.179999999999
15482,16,2998.0,6568.72
12476,20,2337.0,6546.58
15144,18,3026.0,6530.039999999999
16814,22,2768.0,6500.6
15694,15,1665.0,6423.6
12431,18,2868.0,6416.389999999999
13871,14,2801.0,6389.799999999999
12626,13,3350.0,6388.35
13102,27,4160.0,6336.290000000001
18223,27,2890.0,6315.2300000000005
16126,4,2125.0,6287.77
13709,17,3501.0,6249.109999999999
12359,6,1612.0,6245.53
12472,13,4020.0,6229.479999999999
13668,29,3637.0,6216.07
12357,1,2708.0,6207.669999999996
17315,43,3856.0,6204.46
15005,35,4204.0,6180.490000000001
14057,18,4708.0,6147.4
14060,20,5374.0,6135.38
15939,16,4725.0,6102.26
17509,11,3530.0,6100.740000000002
13225,8,3352.0,6083.040000000002
14101,6,6942.0,5976.789999999999
12637,10,2990.0,5953.25
15382,8,4003.0,5927.86
13097,14,2341.0,5893.320000000001
13418,23,3839.0,5845.44
14944,14,2801.0,5842.95
13209,11,4232.0,5820.159999999999
14505,11,2743.0,5818.700000000002
13316,5,6947.0,5815.49
14415,18,2973.0,5811.56
14735,34,2160.0,5807.69
15218,11,3329.0,5756.889999999999
17686,7,2478.0,5739.460000000001
13178,11,3570.0,5725.469999999999
12720,29,4654.0,5713.28
13050,28,3707.0,5684.61
14110,13,2455.0,5669.649999999999
16553,14,4595.0,5664.57
13468,41,2581.0,5656.750000000002
14049,6,3846.0,5639.15
13004,22,4796.0,5613.430000000001
13534,43,2876.0,5613.079999999997
18118,31,2877.0,5595.770000000004
17049,11,2669.0,5594.78
12481,11,3290.0,5590.86
17757,31,3316.0,5585.49
12839,16,3804.0,5583.62
16767,11,4435.0,5580.6
15502,23,3823.0,5541.460000000002
17716,12,3004.0,5505.790000000001
16985,11,1830.0,5461.62
15805,20,3337.0,5452.17
16609,9,2410.0,5450.959999999999
16265,11,2627.0,5423.1500000000015
12490,10,3064.0,5417.93
17719,18,2455.0,5367.8
18225,17,3206.0,5361.019999999999
16161,26,2506.0,5352.97
13269,17,3509.0,5315.920000000001
16303,4,2621.0,5305.830000000002
15150,11,3633.0,5303.970000000001
17730,15,3567.0,5288.830000000001
17850,35,1693.0,5288.630000000009
16258,5,2994.0,5203.51
18226,14,3459.0,5192.099999999999
15727,7,3065.0,5178.96
17858,12,2706.0,5155.660000000001
12362,13,2212.0,5154.58
16701,18,6211.0,5150.27
13756,15,3164.0,5145.12
15903,8,2409.0,5126.34
17061,12,1484.0,5116.13
14688,27,3222.0,5107.379999999999
18198,21,3839.0,5083.0599999999995
15046,16,3307.0,5064.01
12432,5,1801.0,5059.320000000001
13139,8,2418.0,5055.79
17602,8,4135.0,5050.769999999998
15719,14,2724.0,5043.960000000001
16700,17,4019.0,5039.999999999999
13599,33,3169.0,5030.6
15301,14,2768.0,5028.120000000001
17426,7,3082.0,5022.259999999999
12444,5,1155.0,5005.46
14755,12,2217.0,4965.38
15547,14,4032.0,4954.840000000002
14329,14,3075.0,4928.74
16191,25,3203.0,4913.32
13941,7,2307.0,4912.41
14709,14,2482.0,4911.139999999999
12437,19,2918.0,4896.66
17133,7,2730.0,4892.24
12688,1,3028.0,4873.810000000005
12700,6,2963.0,4867.989999999999
12664,10,1202.0,4863.88
15786,5,3331.0,4834.2000000000035
14292,14,1643.0,4819.33
17365,8,4777.0,4801.5599999999995
15738,19,2967.0,4788.7699999999995
13013,15,2217.0,4786.990000000001
15555,20,4410.0,4758.200000000001
17690,16,1767.0,4748.450000000002
17652,18,2479.0,4737.130000000001
12955,14,3642.0,4734.26
16722,16,4989.0,4711.21
14562,22,1670.0,4709.219999999999
12714,5,3069.0,4708.86
14135,15,3850.0,4690.310000000001
15152,16,2694.0,4684.24
14159,14,4395.0,4678.300000000002
15187,18,1869.0,4670.08
14191,14,3657.0,4660.009999999999
14180,31,710.0,4640.77
17809,15,2015.0,4627.62
14189,24,3919.0,4604.3099999999995
16931,21,3158.0,4604.220000000002
15291,20,2074.0,4596.51
14286,5,4306.0,4595.8099999999995
14390,13,2125.0,4592.47
14004,7,2668.0,4582.640000000001
17068,22,2154.0,4531.339999999999
17613,17,2470.0,4509.370000000001
12484,8,2185.0,4495.27
12524,8,3699.0,4485.719999999999
12627,7,2752.0,4478.530000000002
15032,5,2668.0,4464.0999999999985
17364,12,2680.0,4455.7300000000005
14085,19,3183.0,4435.79
15093,9,3733.0,4410.14
13267,27,1939.0,4404.44
17975,14,1552.0,4393.61
16984,5,2408.0,4392.419999999997
15955,16,2124.0,4389.8099999999995
16626,20,2670.0,4379.65
12752,1,2262.0,4366.779999999999
16945,19,2725.0,4345.5
15874,9,2506.0,4330.67
14016,5,2124.0,4328.459999999999
18251,1,7824.0,4314.719999999999
12347,7,2458.0,4310.0
17937,7,1754.0,4301.22
13505,8,2461.0,4282.879999999999
15034,11,2411.0,4277.66
14422,6,2906.0,4263.640000000001
12712,17,1044.0,4241.63
14800,16,3634.0,4236.340000000001
12757,19,2385.0,4227.7
14525,13,2662.0,4221.37
12500,13,2671.0,4206.27
17920,17,2516.0,4204.099999999999
17419,14,1872.0,4200.97
15971,12,1717.0,4199.85
12747,11,1275.0,4196.01
18041,22,3810.0,4161.14
16549,10,2365.0,4154.640000000001
13555,4,2660.0,4149.280000000001
12949,10,2363.0,4143.0199999999995
13384,9,2415.0,4122.28
15570,13,2058.0,4109.970000000001
12536,5,2652.0,4106.820000000003
13988,9,3025.0,4098.8
14534,25,1925.0,4075.3500000000017
16592,19,2914.0,4073.2800000000007
12449,4,1553.0,4067.29
12569,35,1793.0,4064.9900000000007
14092,17,2061.0,4063.1
16401,20,3858.0,4061.24
14401,14,4505.0,4039.9800000000005
16670,17,2524.0,4022.4600000000005
13815,5,2557.0,4014.9100000000003
17567,10,2428.0,4012.56
12378,1,2529.0,4008.6200000000013
16186,13,3008.0,3991.94
17001,11,2164.0,3989.57
14547,9,2658.0,3986.740000000001
12867,10,4274.0,3986.2199999999993
12656,8,1708.0,3982.7199999999993
12957,12,2531.0,3979.04
15416,5,2089.0,3974.369999999999
15529,12,3489.0,3967.780000000001
17769,12,1857.0,3960.63
13183,9,2208.0,3957.7799999999997
14277,4,1624.0,3957.000000000001
17611,19,2552.0,3947.87
12727,9,2085.0,3947.7
17377,21,2075.0,3925.92
14426,16,2339.0,3918.9
17593,6,3095.0,3911.5599999999995
13802,6,2281.0,3906.27
14739,8,3817.0,3899.1000000000004
17651,14,3100.0,3886.669999999999
12841,26,2683.0,3876.4000000000005
14291,12,2748.0,3873.2999999999997
12779,12,1996.0,3868.7
12749,8,1422.0,3868.2000000000003
13124,3,2147.0,3866.330000000001
13999,15,2231.0,3865.26
18073,13,3098.0,3864.4400000000005
15195,1,1404.0,3861.0
12539,5,2066.0,3852.499999999999
15804,19,2515.0,3848.55
16327,6,2571.0,3844.2199999999993
12662,12,2040.0,3817.080000000001
17091,10,1743.0,3802.8100000000004
15867,16,2052.0,3797.79
16655,6,2367.0,3794.5200000000004
13435,9,2125.0,3794.4900000000002
15299,11,2940.0,3787.09
12562,7,1779.0,3781.74
15298,14,2752.0,3774.1
16168,28,1888.0,3770.6
18087,4,3571.0,3770.12
17173,9,1121.0,3755.650000000001
13523,6,1745.0,3755.38
16904,16,2034.0,3754.27
12429,4,1557.0,3750.4000000000005
17238,17,1822.0,3744.649999999999
12668,6,1595.0,3743.180000000001
16145,18,3072.0,3741.98
14282,15,2668.0,3729.3399999999997
15808,5,1341.0,3724.7700000000013
12502,5,820.0,3723.87
13069,27,5466.0,3717.82
13266,19,4299.0,3717.6699999999996
14364,8,1967.0,3717.35
16240,5,1634.0,3693.8100000000004
12597,5,2187.0,3683.1300000000015
12647,13,1420.0,3669.9199999999996
16253,3,3137.0,3665.620000000001
17819,8,1027.0,3661.070000000001
12553,14,1924.0,3652.2500000000005
18079,4,7432.0,3651.9700000000007
15845,10,1918.0,3650.8700000000003
16712,11,1749.0,3645.430000000001
16440,5,2018.0,3640.670000000001
15379,8,2293.0,3631.89
13381,7,2027.0,3626.81
16570,15,2050.0,3622.95
13327,9,1588.0,3617.5700000000006
15296,10,1757.0,3610.3099999999995
13137,9,2225.0,3605.08
16242,8,1981.0,3598.259999999999
13082,10,4313.0,3595.48
14132,12,3366.0,3580.130000000001
12417,12,1539.0,3578.8000000000006
17203,6,2850.0,3563.8499999999995
15484,5,3136.0,3563.1099999999997
13426,12,2224.0,3550.6999999999994
12370,4,2353.0,3545.6900000000005
14503,6,2004.0,3543.2599999999998
15544,11,3105.0,3542.5100000000007
14040,15,1524.0,3542.19
17491,11,2012.0,3541.92
17528,11,2130.0,3540.0999999999985
13552,16,1386.0,3539.53
13334,3,1774.0,3536.8200000000006
17160,6,2856.0,3518.0300000000007
13953,7,2724.0,3515.6800000000003
16131,6,1802.0,3506.54
15505,7,2348.0,3497.14
13520,8,1642.0,3487.75
16458,18,2154.0,3482.74
14907,10,1686.0,3478.8500000000004
14395,12,1689.0,3471.9100000000008
17230,11,1553.0,3466.6700000000005
13448,10,1638.0,3465.67
17576,22,1954.0,3457.78
17758,8,2091.0,3456.7
15410,8,1200.0,3450.8399999999992
16019,10,1649.0,3450.2400000000002
13536,7,2136.0,3448.29
15129,11,1794.0,3447.4
15113,4,2362.0,3439.4100000000003
15581,14,286.0,3429.9700000000003
15974,8,2256.0,3429.5499999999997
14221,10,2190.0,3427.8500000000004
16360,8,2128.0,3411.6900000000005
13993,12,892.0,3409.6599999999994
15981,8,1866.0,3408.4800000000005
13437,7,1283.0,3408.060000000001
17669,7,1916.0,3406.72
13842,9,1768.0,3385.6199999999994
13198,8,2645.0,3384.0900000000006
15228,5,2252.0,3376.9600000000005
17725,14,2141.0,3371.13
13014,16,886.0,3365.43
16011,16,2042.0,3362.71
13148,17,1828.0,3348.4800000000005
13015,5,1617.0,3346.2799999999997
12643,6,1808.0,3344.6400000000003
15708,11,1258.0,3329.72
15676,5,2231.0,3324.0899999999992
12594,11,1776.0,3320.2200000000003
16818,13,2163.0,3317.9700000000003
14227,15,1811.0,3315.7100000000005
16556,7,1890.0,3313.79
13373,3,1651.0,3312.250000000001
14841,6,1778.0,3295.76
17183,8,1264.0,3286.91
12480,4,1707.0,3281.6300000000006
12406,3,1809.0,3280.75
16717,9,1568.0,3278.3600000000006
17723,6,792.0,3276.4
14702,18,1444.0,3250.6400000000003
13952,3,1425.0,3246.091
15764,10,2036.0,3245.4700000000003
17050,6,1614.0,3228.84
15622,16,1552.0,3224.53
13880,13,1842.0,3219.77
12613,6,1596.0,3218.9800000000005
12619,13,3354.0,3214.8099999999995
15443,8,1660.0,3212.1599999999994
16107,7,1176.0,3204.1600000000003
17220,14,1905.0,3198.2499999999995
13868,2,1964.0,3192.54
17685,7,1956.0,3191.5300000000007
13758,7,1844.0,3190.55
14844,4,1833.0,3189.8100000000004
14388,10,1933.0,3172.0400000000004
16837,12,1562.0,3167.7299999999996
13268,15,3635.0,3167.6399999999994
16041,3,1584.0,3166.4
17863,6,2638.0,3160.0
12456,4,1616.0,3153.89
14145,5,636.0,3148.2
15632,10,2049.0,3147.3099999999995
15065,6,1355.0,3135.9800000000005
17231,14,1736.0,3127.8199999999997
13685,7,5056.0,3119.4400000000014
14175,7,1461.0,3108.0600000000004
17672,4,1672.0,3106.6200000000003
13869,4,1721.0,3104.949999999998
13742,14,1116.0,3102.4199999999996
13135,1,4300.0,3096.0
17059,5,1855.0,3095.04
14235,6,1947.0,3093.8599999999997
14099,12,2177.0,3092.97
15491,7,1624.0,3090.85
14257,6,1677.0,3087.2700000000004
16326,15,689.0,3085.96
13362,5,1379.0,3085.49
16905,8,1407.0,3085.4799999999996
15998,6,2037.0,3084.17
13047,18,1355.0,3079.1000000000004
12910,8,1692.0,3075.04
14565,6,1532.0,3073.7700000000004
18272,7,2044.0,3064.78
16218,8,2077.0,3054.87
16940,3,2169.0,3049.879999999999
14456,14,2901.0,3047.629999999999
16686,9,2025.0,3043.4800000000005
16607,16,2822.0,3038.67
16709,5,851.0,3029.8700000000003
17799,11,1755.0,3026.0799999999995
16156,13,1270.0,3024.62
13631,12,460.0,3021.77
18094,7,2518.0,3017.3
16678,17,2368.0,3013.8299999999995
12598,9,1940.0,3002.6800000000003
15861,9,2543.0,3000.3599999999988
12395,15,2113.0,2998.2799999999997
14307,6,2058.0,2995.72
12670,6,1391.0,2986.1499999999996
12916,5,1111.0,2982.35
15687,11,1308.0,2981.5
15854,12,939.0,2974.65
16497,6,1396.0,2965.6899999999996
15514,13,1791.0,2963.1900000000005
17659,14,1486.0,2954.75
14639,8,1428.0,2952.3399999999997
17084,2,1816.0,2949.7500000000014
14146,6,1886.0,2949.57
12754,5,6479.0,2949.12
16393,20,1529.0,2941.05
17444,3,2119.0,2940.0400000000013
14868,9,1399.0,2939.64
14032,18,2008.0,2929.8399999999997
14530,6,1410.0,2925.9099999999994
17512,11,2752.0,2920.04
12906,5,1749.0,2919.8099999999995
13451,6,2143.0,2916.4500000000007
14543,21,600.0,2916.17
12438,2,1180.0,2906.85
17924,13,1141.0,2894.3300000000004
18144,12,1343.0,2888.75
15673,4,1514.0,2881.0200000000004
14251,5,1674.0,2879.700000000001
16633,7,1137.0,2878.1500000000005
14005,5,2478.0,2874.7199999999993
13901,5,1739.0,2867.2000000000003
15628,10,1882.0,2865.6400000000003
12685,6,1523.0,2863.0799999999995
18145,4,2625.0,2861.55
14299,18,2013.0,2855.35
12473,9,2363.0,2848.23
12408,9,1399.0,2842.57
14535,4,1825.0,2841.0899999999992
14711,12,966.0,2838.1999999999994
14852,6,1747.0,2836.6900000000005
17596,7,4400.0,2827.930000000001
13174,3,1395.0,2817.0300000000016
15984,11,1833.0,2816.9699999999993
12356,3,1591.0,2811.4300000000003
16081,5,1477.0,2806.9
14572,10,1425.0,2803.6899999999996
12758,2,2135.0,2791.59
17739,8,856.0,2786.05
16928,19,2094.0,2781.5
12388,6,1462.0,2780.6600000000003
14112,12,1608.0,2774.169999999999
13769,16,1152.0,2771.870000000001
17644,17,1741.0,2768.98
15356,10,1673.0,2766.4999999999995
13735,8,1083.0,2766.1799999999994
13230,15,1544.0,2763.409999999999
16871,7,1250.0,2761.4900000000002
15114,10,3096.0,2760.56
16764,18,1247.0,2758.249999999999
14626,7,1387.0,2757.069999999999
15993,10,2042.0,2756.82
16316,12,1466.0,2755.56
12578,4,1171.0,2753.359999999999
13870,10,1320.0,2751.25
14854,8,1822.0,2749.8900000000003
17504,10,1456.0,2745.2800000000007
14903,10,1491.0,2744.4800000000005
17213,11,1167.0,2741.08
14125,3,1640.0,2740.4300000000003
14121,6,2078.0,2740.3
16003,5,1185.0,2735.3700000000003
12380,5,1126.0,2720.5600000000004
18230,10,1298.0,2716.6000000000004
12840,6,1505.0,2714.2699999999995
13285,4,2051.0,2709.12
13654,6,2182.0,2707.3300000000004
13971,11,1818.0,2702.22
18097,7,1685.0,2692.85
14107,8,1788.0,2688.48
17386,6,1902.0,2686.42
14732,10,1402.0,2686.3399999999997
15796,10,859.0,2666.61
14713,12,1613.0,2664.2599999999993
12360,3,1165.0,2662.06
14439,1,526.0,2661.24
17069,13,1482.0,2655.22
13851,3,1705.0,2651.4600000000005
15321,4,1163.0,2650.7300000000005
15696,12,1022.0,2644.4600000000005
13804,7,1498.0,2635.79
15671,10,1681.0,2635.4900000000002
17402,13,701.0,2633.85
18077,11,1878.0,2633.01
13771,5,1476.0,2631.7
16618,6,1362.0,2630.6399999999994
12721,7,1954.0,2628.98
15752,8,1973.0,2628.93
17965,14,1556.0,2622.5699999999997
18210,6,1398.0,2621.38
14262,8,1645.0,2618.2299999999996
12708,16,1270.0,2616.3199999999997
12625,3,1577.0,2614.32
12836,4,1064.0,2612.86
17346,16,1639.0,2611.579999999999
16255,10,1760.0,2609.3
12726,7,3143.0,2609.1
16241,13,1453.0,2607.869999999999
14408,7,1616.0,2606.5299999999997
13422,2,1321.0,2601.5500000000006
13644,5,2060.0,2597.5200000000013
16919,11,1413.0,2596.45
18260,8,1469.0,2595.000000000001
15782,4,863.0,2593.94
13983,13,1170.0,2590.4600000000005
13895,5,1364.0,2588.12
13021,12,1336.0,2584.4
12520,6,1430.0,2582.5100000000007
12600,11,773.0,2581.04
13911,9,2731.0,2580.9100000000003
15485,3,1306.0,2575.0
15521,13,1674.0,2574.650000000001
17655,8,956.0,2571.7400000000002
15033,11,1692.0,2571.0199999999995
16308,4,8000.0,2560.0
14397,23,1852.0,2556.6800000000003
15572,7,1229.0,2552.86
13136,11,1312.0,2545.38
13344,3,971.0,2543.72
14676,8,2498.0,2543.2400000000002
14334,9,1730.0,2539.46
13883,9,1368.0,2538.75
18075,14,1437.0,2538.7200000000003
14243,14,1204.0,2535.8800000000006
13471,4,1590.0,2531.58
16912,14,1014.0,2528.67
17317,5,1074.0,2524.02
15245,3,1784.0,2515.84
17728,5,1464.0,2515.680000000001
17314,11,1884.0,2514.76
17700,6,1261.0,2508.89
18245,8,1781.0,2507.5600000000004
17449,8,1115.0,2504.86
13695,15,1603.0,2504.13
13975,7,1725.0,2503.23
16477,7,1415.0,2494.46
14546,9,1287.0,2487.02
14701,12,909.0,2486.2200000000007
15271,16,1257.0,2485.8199999999993
12913,5,1419.0,2483.629999999999
16710,10,1836.0,2483.0399999999995
13507,4,1597.0,2479.16
12455,6,2089.0,2466.8599999999997
17164,8,1500.0,2466.3999999999996
12517,6,1348.0,2464.8900000000003
17131,5,983.0,2463.17
13784,11,2493.0,2462.7900000000004
15932,11,2311.0,2461.8500000000004
17682,7,1365.0,2459.33
14315,7,1010.0,2456.979999999999
14842,8,1146.0,2456.8000000000006
14659,12,1183.0,2456.5300000000007
15750,9,1779.0,2451.2300000000005
14163,4,893.0,2445.91
13588,13,2573.0,2445.1200000000003
13949,6,2474.0,2427.3199999999997
14766,8,1323.0,2423.07
15606,11,720.0,2422.6400000000003
13658,7,1009.0,2421.4700000000003
15089,6,1359.0,2420.8400000000006
16143,7,917.0,2419.84
12397,2,1263.0,2409.8999999999996
17589,4,1631.0,2404.17
15980,3,1560.0,2398.8600000000006
13141,6,1547.0,2385.8
17071,14,1182.0,2385.48
17530,10,1526.0,2384.999999999999
14554,4,1478.0,2381.04
17722,6,1572.0,2380.64
18065,15,1024.0,2380.08
14930,3,1166.0,2372.8599999999997
13722,4,1400.0,2369.1600000000008
14493,7,1279.0,2362.84
17634,9,840.0,2361.9700000000003
15370,8,828.0,2360.55
14030,8,1479.0,2360.0899999999997
14440,5,588.0,2357.68
14502,14,1483.0,2351.019999999999
15140,8,1567.0,2350.0000000000005
15527,10,988.0,2348.82
13908,5,1470.0,2347.0499999999997
18259,3,714.0,2338.6000000000004
17434,9,1685.0,2333.4200000000005
12483,13,1097.0,2327.13
14239,13,986.0,2323.5
14309,10,1619.0,2319.6800000000003
15755,8,1397.0,2318.8799999999997
13994,6,940.0,2313.1400000000003
13394,10,2215.0,2312.7999999999997
17838,6,1421.0,2312.7000000000007
14290,6,913.0,2307.4500000000003
15288,5,775.0,2306.52
15785,8,1594.0,2303.75
17211,9,1310.0,2299.670000000001
15105,7,1211.0,2298.93
15270,9,1459.0,2298.2
17954,16,2229.0,2295.3700000000003
13704,10,1528.0,2295.3099999999995
15704,4,1028.0,2293.6200000000003
12615,4,1376.0,2291.19
17744,7,3376.0,2291.0799999999995
17313,2,1382.0,2288.1299999999997
12684,7,1985.0,2283.63
17188,9,1301.0,2275.58
12782,6,1070.0,2273.32
17768,3,1186.0,2273.1800000000003
14466,7,1006.0,2272.3999999999996
16735,7,1554.0,2269.21
16550,9,1526.0,2266.25
18257,12,1010.0,2265.38
13700,10,2304.0,2265.12
13527,8,1673.0,2263.7599999999998
16209,5,1179.0,2262.6200000000003
14432,6,2070.0,2255.5099999999984
15235,12,1324.0,2247.5099999999998
16771,5,1489.0,2246.8100000000004
16782,19,703.0,2242.25
15665,2,1666.0,2242.0100000000007
15281,12,1193.0,2239.95
16293,12,978.0,2236.74
14700,3,1342.0,2235.3
18242,4,1017.0,2232.49
14825,12,991.0,2226.9100000000003
12704,10,1003.0,2220.84
12876,2,1941.0,2218.0200000000004
17591,8,1008.0,2215.0200000000004
15373,13,476.0,2213.1099999999997
17442,10,1490.0,2210.2599999999998
12653,2,919.0,2209.85
14211,13,1232.0,2208.3
15797,4,873.0,2207.4
13115,14,1534.0,2205.63
12755,4,866.0,2203.2
13831,6,745.0,2202.99
13680,5,1267.0,2202.3100000000004
14226,7,1301.0,2201.6399999999994
17696,14,1730.0,2201.05
15123,2,1195.0,2199.3099999999995
14776,13,2688.0,2195.58
16743,8,2010.0,2191.84
13365,3,1238.0,2191.22
13862,10,1682.0,2187.31
15179,7,1907.0,2186.2000000000003
15394,4,910.0,2183.5400000000004
16628,6,1202.0,2183.04
15722,6,1021.0,2181.21
14808,15,2054.0,2175.3699999999985
14560,24,1223.0,2174.1800000000003
16076,11,1363.0,2173.5299999999997
15811,9,1061.0,2171.32
14341,9,1401.0,2166.38
12856,8,1076.0,2162.680000000001
16456,5,1148.0,2158.370000000001
12935,8,1852.0,2156.45
13755,10,1241.0,2154.680000000001
13224,3,1512.0,2150.850000000001
16966,10,1978.0,2148.47
17272,5,1776.0,2144.5299999999997
12633,5,1149.0,2140.63
16057,10,833.0,2140.22
13317,9,1003.0,2140.0699999999997
14828,3,2172.0,2139.7599999999998
16379,5,1408.0,2131.9
17400,5,1097.0,2129.959999999999
12909,8,1270.0,2128.8300000000004
14360,4,1151.0,2128.23
16407,10,1124.0,2126.93
15058,11,1069.0,2124.99
18061,10,955.0,2119.41
13632,6,1036.0,2117.02
18008,9,1581.0,2116.19
14691,5,707.0,2114.33
14407,9,1412.0,2111.0799999999995
13517,5,1360.0,2109.07
13265,5,1752.0,2107.6600000000003
18173,4,1220.0,2106.84
